timestamp,latency_ms,status_code,success,error,tokens_used
1781088297.228374,2145.3239917755127,200,True,,167
1781088300.2296588,2825.540065765381,200,True,,167
1781088303.2307332,1918.2929992675781,200,True,,118
1781088300.3749928,5422.060012817383,200,True,,722
1781088306.231895,1528.1329154968262,200,True,,108
1781088305.055475,5203.161001205444,200,True,,780
1781088306.7982311,4120.775938034058,200,True,,430
1781088308.1494699,3565.855026245117,200,True,,674
1781088308.7609742,3797.236919403076,200,True,,565
1781088309.233137,6924.520254135132,200,True,,108
1781088311.920205,4518.863916397095,200,True,,778
1781088315.235439,1446.5370178222656,200,True,,119
1781088312.2343109,5911.58127784729,200,True,,130
1781088318.2360399,2305.418014526367,200,True,,159
1781088312.259306,9008.3909034729,200,True,,429
1781088318.1582289,4290.4791831970215,200,True,,697
1781088321.237046,2184.1139793395996,200,True,,108
1781088314.7158332,9101.792812347412,200,True,,438
1781088317.4402869,7140.0041580200195,200,True,,201
1781088324.238257,1634.533166885376,200,True,,108
1781088313.55932,13688.328981399536,200,True,,437
1781088317.683222,10177.21176147461,200,True,,676
1781088321.147112,7965.807199478149,200,True,,981
1781088324.449863,5346.401929855347,200,True,,506
1781088323.268897,6855.742931365967,200,True,,1148
1781088326.422386,4107.173204421997,200,True,,585
1781088326.818829,5075.459718704224,200,True,,728
1781088326.874018,5044.955015182495,200,True,,777
1781088322.54213,10115.43607711792,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781088325.580569,8498.128890991211,200,True,,413
1781088328.24826,5832.314014434814,200,True,,761
1781088328.861556,5967.3919677734375,200,True,,793
1781088331.799392,4716.0069942474365,200,True,,788
1781088332.920161,4834.033966064453,200,True,,562
1781088332.125816,8478.90591621399,200,True,,225
1781088338.518862,2368.5951232910156,200,True,,201
1781088332.113197,8776.129007339478,200,True,,460
1781088334.896805,7324.4287967681885,200,True,,239
1781088335.8310442,6573.3819007873535,200,True,,999
1781088335.080804,7568.278074264526,200,True,,243
1781088333.530768,10816.982984542847,200,True,,453
1781088335.079211,9302.748918533325,200,True,,584
1781088334.658536,10053.999185562134,200,True,,542
1781088343.4064069,2469.2721366882324,200,True,,239
1781088342.6075032,3268.2576179504395,200,True,,397
1781088345.224575,2875.2219676971436,200,True,,374
1781088338.756136,10090.63696861267,200,True,,964
1781088343.8920388,6615.947008132935,200,True,,1089
1781088349.848459,1955.214023590088,200,True,,242
1781088347.8786528,3943.7801837921143,200,True,,451
1781088347.3507788,4494.1301345825195,200,True,,611
1781088343.651005,8379.395961761475,200,True,,398
1781088351.104418,2813.0879402160645,200,True,,369
1781088346.877434,7654.587030410767,200,True,,280
1781088352.805237,2581.1970233917236,200,True,,326
1781088342.8915021,12732.107877731323,200,True,,333
1781088353.510384,2270.0698375701904,200,True,,243
1781088346.714998,9135.462999343872,200,True,,959
1781088353.824474,4893.45383644104,200,True,,623
1781088355.533526,3184.678077697754,200,True,,444
1781088356.3894389,3225.2659797668457,200,True,,283
1781088345.383774,14231.727123260498,200,True,,657
1781088357.6254752,2951.289653778076,200,True,,211
1781088353.030984,7555.87100982666,200,True,,478
1781088356.9201741,4928.580760955811,200,True,,601
1781088354.8472278,7001.699209213257,200,True,,239
1781088358.7825248,3613.2662296295166,200,True,,399
1781088360.61652,2736.4790439605713,200,True,,98
1781088360.719022,3309.562921524048,200,True,,134
1781088357.852289,7239.905118942261,200,True,,282
1781088360.616113,4600.177049636841,200,True,,642
1781088361.587737,4530.945777893066,200,True,,547
1781088359.719667,6784.1551303863525,200,True,,760
1781088362.5783622,4570.499658584595,200,True,,476
1781088364.354399,2795.443058013916,200,True,,304
1781088364.850372,2830.2290439605713,200,True,,164
1781088366.030117,3049.2639541625977,200,True,,305
1781088368.151358,2200.207233428955,200,True,,119
1781088364.850803,6712.796211242676,200,True,,289
1781088366.21766,6913.2399559021,200,True,,141
1781088365.396825,7738.193988800049,200,True,,477
1781088367.120095,7808.327913284302,200,True,,144
1781088367.0930932,7880.352735519409,200,True,,231
1781088371.35283,4397.435188293457,200,True,,697
1781088367.505131,8245.699167251587,200,True,,168
1781088369.149743,6601.785898208618,200,True,,134
1781088374.1342149,2660.4652404785156,200,True,,305
1781088371.0807989,6303.102970123291,200,True,,167
1781088374.565345,3840.4040336608887,200,True,,393
1781088370.6822422,7913.89799118042,200,True,,304
1781088376.7517319,3339.301109313965,200,True,,304
1781088376.751488,5895.961046218872,200,True,,499
1781088375.929675,7230.708837509155,200,True,,305
1781088381.092365,3280.056953430176,200,True,,119
1781088379.3852448,4999.201059341431,200,True,,658
1781088381.597558,2788.991928100586,200,True,,119
1781088376.136845,8961.939811706543,200,True,,690
1781088377.7956889,7785.039186477661,200,True,,167
1781088376.974787,9250.951051712036,200,True,,529
1781088377.752686,8474.413871765137,200,True,,304
1781088384.16163,2400.719165802002,200,True,,131
1781088381.407129,7447.664022445679,200,True,,537
1781088383.6488378,6759.525299072266,200,True,,1155
