timestamp,latency_ms,status_code,success,error,tokens_used
1781087451.1643882,2351.416826248169,200,True,,214
1781087454.165977,1601.1269092559814,200,True,,129
1781087457.168247,2052.715063095093,200,True,,159
1781087452.665523,6771.1920738220215,200,True,,108
1781087455.667116,7803.713083267212,200,True,,130
1781087454.517038,10135.111808776855,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087463.1729522,1502.1388530731201,200,True,,108
1781087466.1752949,2070.5811977386475,200,True,,152
1781087464.4721029,4974.645137786865,200,True,,572
1781087461.672207,9942.511796951294,200,True,,119
1781087461.437383,10750.102996826172,200,True,,655
1781087458.669301,14168.575048446655,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""SSLError(MaxRetryError(\""HTTPSConnectionPool(host='dashscope.aliy",
1781087461.222167,12160.888195037842,200,True,,783
1781087465.653333,8054.832220077515,200,True,,439
1781087460.1705449,13653.386116027832,200,True,,136
1781087464.674062,9965.2099609375,200,True,,157
1781087469.178178,10350.528955459595,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""SSLError(MaxRetryError(\""HTTPSConnectionPool(host='dashscope.aliy",
1781087470.2462468,10017.799377441406,200,True,,656
1781087472.180521,9669.888019561768,200,True,,108
1781087458.768057,23354.13098335266,200,True,,593
1781087473.615278,10368.22509765625,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087473.681195,10311.166048049927,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087467.67629,16501.10697746277,200,True,,740
1781087474.1886568,10022.926092147827,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087474.70927,10040.217161178589,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087474.825171,10040.786027908325,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087475.1823318,10136.46125793457,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087470.6793568,14649.19137954712,200,True,,108
1781087475.384907,10031.867980957031,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087475.640494,10046.042919158936,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087475.8391309,10051.20825767517,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087478.184146,8058.382034301758,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087476.68305,10047.46127128601,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087482.2645912,5209.512948989868,200,True,,498
1781087467.677056,19857.13505744934,200,True,,130
1781087470.447242,17823.72498512268,200,True,,633
1781087479.685311,10288.874864578247,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087486.6877708,5536.131143569946,200,True,,431
1781087485.750704,7120.944023132324,200,True,,239
1781087485.123455,8576.357126235962,200,True,,429
1781087487.417634,6629.158020019531,200,True,,798
1781087480.529871,14102.555990219116,200,True,,628
1781087484.85135,10240.175008773804,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087486.2124329,9374.83811378479,200,True,,701
1781087485.984298,9998.938083648682,200,True,,419
1781087488.891596,7559.993028640747,200,True,,430
1781087493.872849,3224.637031555176,200,True,,410
1781087487.2437792,10039.081811904907,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087487.32971,10032.871007919312,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087489.475331,9369.07982826233,200,True,,718
1781087487.178654,12447.826147079468,200,True,,503
1781087489.271265,10764.50514793396,200,True,,872
1781087484.992904,15046.834945678711,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087489.731717,12227.370023727417,200,True,,580
1781087496.04798,6395.282983779907,200,True,,239
1781087485.8669791,16970.375776290894,200,True,,499
1781087491.9753568,11665.135145187378,200,True,,930
1781087487.3200252,16720.62373161316,200,True,,712
1781087497.588475,7611.0999584198,200,True,,243
1781087495.633558,9966.439008712769,200,True,,429
1781087490.535392,15080.80792427063,200,True,,691
1781087500.845702,6497.852087020874,200,True,,239
1781087504.4444811,2912.421703338623,200,True,,289
1781087496.7009568,10748.447179794312,200,True,,1028
1781087499.452808,8034.887313842773,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
1781087498.092705,10321.51985168457,200,False,"HTTP200|{""code"":100,""data"":null,""message"":""ConnectionError(MaxRetryError('HTTPSConnectionPool(host=\\'dashsc",
