timestamp,container,cpu_percent,mem_usage,mem_limit,net_io
2026-06-10 16:30:52,docker-web-1,0.33%,126.2MiB / 11.67GiB,999kB / 126B
2026-06-10 16:30:52,docker-db_postgres-1,1.77%,15.95MiB / 11.67GiB,42MB / 468MB
2026-06-10 16:30:52,docker-sandbox-1,0.00%,61.35MiB / 11.67GiB,484kB / 1.45kB
2026-06-10 16:30:52,docker-weaviate-1,2.03%,127.3MiB / 11.67GiB,1.01MB / 2.41kB
2026-06-10 16:30:52,docker-ssrf_proxy-1,0.02%,13.08MiB / 11.67GiB,1.48MB / 1.89kB
2026-06-10 16:31:25,docker-ragflow-cpu-1,4.66%,5.934GiB / 11.67GiB,3.81GB / 847MB
2026-06-10 16:31:25,docker-redis-1,0.09%,6.605MiB / 11.67GiB,25.1MB / 6.7MB
2026-06-10 16:31:25,docker-mysql-1,0.51%,112.1MiB / 11.67GiB,404MB / 1.1GB
2026-06-10 16:31:25,docker-minio-1,0.07%,1.249GiB / 11.67GiB,702MB / 1.44GB
2026-06-10 16:31:25,docker-es01-1,0.17%,1.025GiB / 8GiB,109MB / 2.21GB
2026-06-10 16:31:25,docker-nginx-1,0.00%,9.488MiB / 11.67GiB,1MB / 126B
2026-06-10 16:31:25,docker-plugin_daemon-1,0.00%,0B / 0B,0B / 0B
2026-06-10 16:31:25,docker-worker-1,0.00%,0B / 0B,0B / 0B
2026-06-10 16:31:25,docker-web-1,0.21%,126.2MiB / 11.67GiB,1MB / 126B
2026-06-10 16:31:25,docker-db_postgres-1,1.58%,15.95MiB / 11.67GiB,42MB / 468MB
2026-06-10 16:31:25,docker-sandbox-1,0.00%,61.32MiB / 11.67GiB,485kB / 1.45kB
2026-06-10 16:31:25,docker-weaviate-1,1.15%,127.3MiB / 11.67GiB,1.01MB / 2.41kB
2026-06-10 16:31:25,docker-ssrf_proxy-1,0.01%,13.08MiB / 11.67GiB,1.48MB / 1.89kB
2026-06-10 16:31:25,docker-worker_beat-1,101.40%,105.3MiB / 11.67GiB,780B / 168B
2026-06-10 16:31:25,docker-api-1,179.75%,163.2MiB / 11.67GiB,1.22kB / 168B
2026-06-10 16:31:59,docker-ragflow-cpu-1,399.81%,5.934GiB / 11.67GiB,3.93GB / 849MB
2026-06-10 16:31:59,docker-redis-1,0.13%,6.602MiB / 11.67GiB,25.1MB / 6.72MB
2026-06-10 16:31:59,docker-mysql-1,2.23%,112.1MiB / 11.67GiB,405MB / 1.11GB
